Předmět;Počátečnídatum;Začátek;Koncovédatum;Konec;Celodennízvlátníudálost;Připomenutízapnutočivypnuto;Počátečnídatum;Časpřipomenutí;Organizátorschůzek;Povinníúčastníci;Nepovinníúčastníci;Prostředkyproschůzku;Faktury;Kategorie;Popis;Priorita;Soukromé;Umístění;Utajení;Vzdálenost;Zobrazitčasjako
Vezmi a čti 1Sol 1–2;03.03.2015;0:00:00;04.03.2015;0:00:00;NEPRAVDA;NEPRAVDA;03.03.2015;6:00:00;;;;;;;http://www.vezmiacti.cz/index.php?page=cetba-bible-2015-03-03;Střední;NEPRAVDA;;Normální;;3
Vezmi a čti 1Sol 3–4,12;04.03.2015;0:00:00;05.03.2015;0:00:00;NEPRAVDA;NEPRAVDA;04.03.2015;6:00:00;;;;;;;http://www.vezmiacti.cz/index.php?page=cetba-bible-2015-03-04;Střední;NEPRAVDA;;Normální;;3
Vezmi a čti 1Sol 4,13–5;05.03.2015;0:00:00;06.03.2015;0:00:00;NEPRAVDA;NEPRAVDA;05.03.2015;6:00:00;;;;;;;http://www.vezmiacti.cz/index.php?page=cetba-bible-2015-03-05;Střední;NEPRAVDA;;Normální;;3
Vezmi a čti 2Sol 1–3;06.03.2015;0:00:00;07.03.2015;0:00:00;NEPRAVDA;NEPRAVDA;06.03.2015;6:00:00;;;;;;;http://www.vezmiacti.cz/index.php?page=cetba-bible-2015-03-06;Střední;NEPRAVDA;;Normální;;3
Vezmi a čti Job 1–3;07.03.2015;0:00:00;08.03.2015;0:00:00;NEPRAVDA;NEPRAVDA;07.03.2015;6:00:00;;;;;;;http://www.vezmiacti.cz/index.php?page=cetba-bible-2015-03-07;Střední;NEPRAVDA;;Normální;;3
Vezmi a čti Job 4–6;09.03.2015;0:00:00;10.03.2015;0:00:00;NEPRAVDA;NEPRAVDA;09.03.2015;6:00:00;;;;;;;http://www.vezmiacti.cz/index.php?page=cetba-bible-2015-03-09;Střední;NEPRAVDA;;Normální;;3
Vezmi a čti Job 7–9;10.03.2015;0:00:00;11.03.2015;0:00:00;NEPRAVDA;NEPRAVDA;10.03.2015;6:00:00;;;;;;;http://www.vezmiacti.cz/index.php?page=cetba-bible-2015-03-10;Střední;NEPRAVDA;;Normální;;3
Vezmi a čti Job 10–12;11.03.2015;0:00:00;12.03.2015;0:00:00;NEPRAVDA;NEPRAVDA;11.03.2015;6:00:00;;;;;;;http://www.vezmiacti.cz/index.php?page=cetba-bible-2015-03-11;Střední;NEPRAVDA;;Normální;;3
Vezmi a čti Job 13–15;12.03.2015;0:00:00;13.03.2015;0:00:00;NEPRAVDA;NEPRAVDA;12.03.2015;6:00:00;;;;;;;http://www.vezmiacti.cz/index.php?page=cetba-bible-2015-03-12;Střední;NEPRAVDA;;Normální;;3
Vezmi a čti Job 16–18;13.03.2015;0:00:00;14.03.2015;0:00:00;NEPRAVDA;NEPRAVDA;13.03.2015;6:00:00;;;;;;;http://www.vezmiacti.cz/index.php?page=cetba-bible-2015-03-13;Střední;NEPRAVDA;;Normální;;3
Vezmi a čti Job 19–21;14.03.2015;0:00:00;15.03.2015;0:00:00;NEPRAVDA;NEPRAVDA;14.03.2015;6:00:00;;;;;;;http://www.vezmiacti.cz/index.php?page=cetba-bible-2015-03-14;Střední;NEPRAVDA;;Normální;;3
Vezmi a čti Job 22–24;16.03.2015;0:00:00;17.03.2015;0:00:00;NEPRAVDA;NEPRAVDA;16.03.2015;6:00:00;;;;;;;http://www.vezmiacti.cz/index.php?page=cetba-bible-2015-03-16;Střední;NEPRAVDA;;Normální;;3
Vezmi a čti Job 25–27;17.03.2015;0:00:00;18.03.2015;0:00:00;NEPRAVDA;NEPRAVDA;17.03.2015;6:00:00;;;;;;;http://www.vezmiacti.cz/index.php?page=cetba-bible-2015-03-17;Střední;NEPRAVDA;;Normální;;3
Vezmi a čti Job 28–30;18.03.2015;0:00:00;19.03.2015;0:00:00;NEPRAVDA;NEPRAVDA;18.03.2015;6:00:00;;;;;;;http://www.vezmiacti.cz/index.php?page=cetba-bible-2015-03-18;Střední;NEPRAVDA;;Normální;;3
Vezmi a čti Job 31–33;19.03.2015;0:00:00;20.03.2015;0:00:00;NEPRAVDA;NEPRAVDA;19.03.2015;6:00:00;;;;;;;http://www.vezmiacti.cz/index.php?page=cetba-bible-2015-03-19;Střední;NEPRAVDA;;Normální;;3
Vezmi a čti Job 34–36;20.03.2015;0:00:00;21.03.2015;0:00:00;NEPRAVDA;NEPRAVDA;20.03.2015;6:00:00;;;;;;;http://www.vezmiacti.cz/index.php?page=cetba-bible-2015-03-20;Střední;NEPRAVDA;;Normální;;3
Vezmi a čti Job 37–39;21.03.2015;0:00:00;22.03.2015;0:00:00;NEPRAVDA;NEPRAVDA;21.03.2015;6:00:00;;;;;;;http://www.vezmiacti.cz/index.php?page=cetba-bible-2015-03-21;Střední;NEPRAVDA;;Normální;;3
Vezmi a čti Job 40–42;23.03.2015;0:00:00;24.03.2015;0:00:00;NEPRAVDA;NEPRAVDA;23.03.2015;6:00:00;;;;;;;http://www.vezmiacti.cz/index.php?page=cetba-bible-2015-03-23;Střední;NEPRAVDA;;Normální;;3
Vezmi a čti 1Tim 1–2;24.03.2015;0:00:00;25.03.2015;0:00:00;NEPRAVDA;NEPRAVDA;24.03.2015;6:00:00;;;;;;;http://www.vezmiacti.cz/index.php?page=cetba-bible-2015-03-24;Střední;NEPRAVDA;;Normální;;3
Vezmi a čti 1Tim 3–4;25.03.2015;0:00:00;26.03.2015;0:00:00;NEPRAVDA;NEPRAVDA;25.03.2015;6:00:00;;;;;;;http://www.vezmiacti.cz/index.php?page=cetba-bible-2015-03-25;Střední;NEPRAVDA;;Normální;;3
Vezmi a čti 1Tim 5–6;26.03.2015;0:00:00;27.03.2015;0:00:00;NEPRAVDA;NEPRAVDA;26.03.2015;6:00:00;;;;;;;http://www.vezmiacti.cz/index.php?page=cetba-bible-2015-03-26;Střední;NEPRAVDA;;Normální;;3
Vezmi a čti 2Tim 1–2;27.03.2015;0:00:00;28.03.2015;0:00:00;NEPRAVDA;NEPRAVDA;27.03.2015;6:00:00;;;;;;;http://www.vezmiacti.cz/index.php?page=cetba-bible-2015-03-27;Střední;NEPRAVDA;;Normální;;3
Vezmi a čti 2Tim 3–4;28.03.2015;0:00:00;29.03.2015;0:00:00;NEPRAVDA;NEPRAVDA;28.03.2015;6:00:00;;;;;;;http://www.vezmiacti.cz/index.php?page=cetba-bible-2015-03-28;Střední;NEPRAVDA;;Normální;;3
Vezmi a čti Judův;01.04.2015;0:00:00;02.04.2015;0:00:00;NEPRAVDA;NEPRAVDA;01.04.2015;6:00:00;;;;;;;http://www.vezmiacti.cz/index.php?page=cetba-bible-2015-04-01;Střední;NEPRAVDA;;Normální;;3
Vezmi a čti Oz 1–4;02.04.2015;0:00:00;03.04.2015;0:00:00;NEPRAVDA;NEPRAVDA;02.04.2015;6:00:00;;;;;;;http://www.vezmiacti.cz/index.php?page=cetba-bible-2015-04-02;Střední;NEPRAVDA;;Normální;;3
Vezmi a čti Oz 5–8;03.04.2015;0:00:00;04.04.2015;0:00:00;NEPRAVDA;NEPRAVDA;03.04.2015;6:00:00;;;;;;;http://www.vezmiacti.cz/index.php?page=cetba-bible-2015-04-03;Střední;NEPRAVDA;;Normální;;3
Vezmi a čti Oz 9–11;04.04.2015;0:00:00;05.04.2015;0:00:00;NEPRAVDA;NEPRAVDA;04.04.2015;6:00:00;;;;;;;http://www.vezmiacti.cz/index.php?page=cetba-bible-2015-04-04;Střední;NEPRAVDA;;Normální;;3
Vezmi a čti Oz 12–14;06.04.2015;0:00:00;07.04.2015;0:00:00;NEPRAVDA;NEPRAVDA;06.04.2015;6:00:00;;;;;;;http://www.vezmiacti.cz/index.php?page=cetba-bible-2015-04-06;Střední;NEPRAVDA;;Normální;;3
Vezmi a čti Am 1–3;07.04.2015;0:00:00;08.04.2015;0:00:00;NEPRAVDA;NEPRAVDA;07.04.2015;6:00:00;;;;;;;http://www.vezmiacti.cz/index.php?page=cetba-bible-2015-04-07;Střední;NEPRAVDA;;Normální;;3
Vezmi a čti Am 4–6;08.04.2015;0:00:00;09.04.2015;0:00:00;NEPRAVDA;NEPRAVDA;08.04.2015;6:00:00;;;;;;;http://www.vezmiacti.cz/index.php?page=cetba-bible-2015-04-08;Střední;NEPRAVDA;;Normální;;3
Vezmi a čti Am 7–9;09.04.2015;0:00:00;10.04.2015;0:00:00;NEPRAVDA;NEPRAVDA;09.04.2015;6:00:00;;;;;;;http://www.vezmiacti.cz/index.php?page=cetba-bible-2015-04-09;Střední;NEPRAVDA;;Normální;;3
Vezmi a čti Mich 1–3;10.04.2015;0:00:00;11.04.2015;0:00:00;NEPRAVDA;NEPRAVDA;10.04.2015;6:00:00;;;;;;;http://www.vezmiacti.cz/index.php?page=cetba-bible-2015-04-10;Střední;NEPRAVDA;;Normální;;3
Vezmi a čti Mich 4–5;11.04.2015;0:00:00;12.04.2015;0:00:00;NEPRAVDA;NEPRAVDA;11.04.2015;6:00:00;;;;;;;http://www.vezmiacti.cz/index.php?page=cetba-bible-2015-04-11;Střední;NEPRAVDA;;Normální;;3
Vezmi a čti Mich 6–7;13.04.2015;0:00:00;14.04.2015;0:00:00;NEPRAVDA;NEPRAVDA;13.04.2015;6:00:00;;;;;;;http://www.vezmiacti.cz/index.php?page=cetba-bible-2015-04-13;Střední;NEPRAVDA;;Normální;;3
Vezmi a čti Iz 1;14.04.2015;0:00:00;15.04.2015;0:00:00;NEPRAVDA;NEPRAVDA;14.04.2015;6:00:00;;;;;;;http://www.vezmiacti.cz/index.php?page=cetba-bible-2015-04-14;Střední;NEPRAVDA;;Normální;;3
Vezmi a čti Iz 2–4;15.04.2015;0:00:00;16.04.2015;0:00:00;NEPRAVDA;NEPRAVDA;15.04.2015;6:00:00;;;;;;;http://www.vezmiacti.cz/index.php?page=cetba-bible-2015-04-15;Střední;NEPRAVDA;;Normální;;3
Vezmi a čti Iz 5–6;16.04.2015;0:00:00;17.04.2015;0:00:00;NEPRAVDA;NEPRAVDA;16.04.2015;6:00:00;;;;;;;http://www.vezmiacti.cz/index.php?page=cetba-bible-2015-04-16;Střední;NEPRAVDA;;Normální;;3
Vezmi a čti Iz 7–8;17.04.2015;0:00:00;18.04.2015;0:00:00;NEPRAVDA;NEPRAVDA;17.04.2015;6:00:00;;;;;;;http://www.vezmiacti.cz/index.php?page=cetba-bible-2015-04-17;Střední;NEPRAVDA;;Normální;;3
Vezmi a čti Iz 9–10;18.04.2015;0:00:00;19.04.2015;0:00:00;NEPRAVDA;NEPRAVDA;18.04.2015;6:00:00;;;;;;;http://www.vezmiacti.cz/index.php?page=cetba-bible-2015-04-18;Střední;NEPRAVDA;;Normální;;3
Vezmi a čti Iz 11–13;20.04.2015;0:00:00;21.04.2015;0:00:00;NEPRAVDA;NEPRAVDA;20.04.2015;6:00:00;;;;;;;http://www.vezmiacti.cz/index.php?page=cetba-bible-2015-04-20;Střední;NEPRAVDA;;Normální;;3
Vezmi a čti Iz 14–15;21.04.2015;0:00:00;22.04.2015;0:00:00;NEPRAVDA;NEPRAVDA;21.04.2015;6:00:00;;;;;;;http://www.vezmiacti.cz/index.php?page=cetba-bible-2015-04-21;Střední;NEPRAVDA;;Normální;;3
Vezmi a čti Iz 16–18;22.04.2015;0:00:00;23.04.2015;0:00:00;NEPRAVDA;NEPRAVDA;22.04.2015;6:00:00;;;;;;;http://www.vezmiacti.cz/index.php?page=cetba-bible-2015-04-22;Střední;NEPRAVDA;;Normální;;3
Vezmi a čti Iz 19–21;23.04.2015;0:00:00;24.04.2015;0:00:00;NEPRAVDA;NEPRAVDA;23.04.2015;6:00:00;;;;;;;http://www.vezmiacti.cz/index.php?page=cetba-bible-2015-04-23;Střední;NEPRAVDA;;Normální;;3
Vezmi a čti Iz 22–23;24.04.2015;0:00:00;25.04.2015;0:00:00;NEPRAVDA;NEPRAVDA;24.04.2015;6:00:00;;;;;;;http://www.vezmiacti.cz/index.php?page=cetba-bible-2015-04-24;Střední;NEPRAVDA;;Normální;;3
Vezmi a čti Iz 24–25;25.04.2015;0:00:00;26.04.2015;0:00:00;NEPRAVDA;NEPRAVDA;25.04.2015;6:00:00;;;;;;;http://www.vezmiacti.cz/index.php?page=cetba-bible-2015-04-25;Střední;NEPRAVDA;;Normální;;3
Vezmi a čti Iz 26–27;27.04.2015;0:00:00;28.04.2015;0:00:00;NEPRAVDA;NEPRAVDA;27.04.2015;6:00:00;;;;;;;http://www.vezmiacti.cz/index.php?page=cetba-bible-2015-04-27;Střední;NEPRAVDA;;Normální;;3
Vezmi a čti Iz 28–29;28.04.2015;0:00:00;29.04.2015;0:00:00;NEPRAVDA;NEPRAVDA;28.04.2015;6:00:00;;;;;;;http://www.vezmiacti.cz/index.php?page=cetba-bible-2015-04-28;Střední;NEPRAVDA;;Normální;;3
Vezmi a čti Iz 30;01.05.2015;0:00:00;02.05.2015;0:00:00;NEPRAVDA;NEPRAVDA;01.05.2015;6:00:00;;;;;;;http://www.vezmiacti.cz/index.php?page=cetba-bible-2015-05-01;Střední;NEPRAVDA;;Normální;;3
Vezmi a čti Iz 31–32;02.05.2015;0:00:00;03.05.2015;0:00:00;NEPRAVDA;NEPRAVDA;02.05.2015;6:00:00;;;;;;;http://www.vezmiacti.cz/index.php?page=cetba-bible-2015-05-02;Střední;NEPRAVDA;;Normální;;3
Vezmi a čti Iz 33–34;04.05.2015;0:00:00;05.05.2015;0:00:00;NEPRAVDA;NEPRAVDA;04.05.2015;6:00:00;;;;;;;http://www.vezmiacti.cz/index.php?page=cetba-bible-2015-05-04;Střední;NEPRAVDA;;Normální;;3
Vezmi a čti Iz 35–36;05.05.2015;0:00:00;06.05.2015;0:00:00;NEPRAVDA;NEPRAVDA;05.05.2015;6:00:00;;;;;;;http://www.vezmiacti.cz/index.php?page=cetba-bible-2015-05-05;Střední;NEPRAVDA;;Normální;;3
Vezmi a čti Iz 37–39;06.05.2015;0:00:00;07.05.2015;0:00:00;NEPRAVDA;NEPRAVDA;06.05.2015;6:00:00;;;;;;;http://www.vezmiacti.cz/index.php?page=cetba-bible-2015-05-06;Střední;NEPRAVDA;;Normální;;3
Vezmi a čti Ž 59;07.05.2015;0:00:00;08.05.2015;0:00:00;NEPRAVDA;NEPRAVDA;07.05.2015;6:00:00;;;;;;;http://www.vezmiacti.cz/index.php?page=cetba-bible-2015-05-07;Střední;NEPRAVDA;;Normální;;3
Vezmi a čti Ž 60–61;08.05.2015;0:00:00;09.05.2015;0:00:00;NEPRAVDA;NEPRAVDA;08.05.2015;6:00:00;;;;;;;http://www.vezmiacti.cz/index.php?page=cetba-bible-2015-05-08;Střední;NEPRAVDA;;Normální;;3
Vezmi a čti Ž 62–63;09.05.2015;0:00:00;10.05.2015;0:00:00;NEPRAVDA;NEPRAVDA;09.05.2015;6:00:00;;;;;;;http://www.vezmiacti.cz/index.php?page=cetba-bible-2015-05-09;Střední;NEPRAVDA;;Normální;;3
Vezmi a čti Ž 64–65;11.05.2015;0:00:00;12.05.2015;0:00:00;NEPRAVDA;NEPRAVDA;11.05.2015;6:00:00;;;;;;;http://www.vezmiacti.cz/index.php?page=cetba-bible-2015-05-11;Střední;NEPRAVDA;;Normální;;3
Vezmi a čti Ž 66;12.05.2015;0:00:00;13.05.2015;0:00:00;NEPRAVDA;NEPRAVDA;12.05.2015;6:00:00;;;;;;;http://www.vezmiacti.cz/index.php?page=cetba-bible-2015-05-12;Střední;NEPRAVDA;;Normální;;3
Vezmi a čti Ž 67;13.05.2015;0:00:00;14.05.2015;0:00:00;NEPRAVDA;NEPRAVDA;13.05.2015;6:00:00;;;;;;;http://www.vezmiacti.cz/index.php?page=cetba-bible-2015-05-13;Střední;NEPRAVDA;;Normální;;3
Vezmi a čti Ž 68;14.05.2015;0:00:00;15.05.2015;0:00:00;NEPRAVDA;NEPRAVDA;14.05.2015;6:00:00;;;;;;;http://www.vezmiacti.cz/index.php?page=cetba-bible-2015-05-14;Střední;NEPRAVDA;;Normální;;3
Vezmi a čti Ž 69;15.05.2015;0:00:00;16.05.2015;0:00:00;NEPRAVDA;NEPRAVDA;15.05.2015;6:00:00;;;;;;;http://www.vezmiacti.cz/index.php?page=cetba-bible-2015-05-15;Střední;NEPRAVDA;;Normální;;3
Vezmi a čti Ž 70–71;16.05.2015;0:00:00;17.05.2015;0:00:00;NEPRAVDA;NEPRAVDA;16.05.2015;6:00:00;;;;;;;http://www.vezmiacti.cz/index.php?page=cetba-bible-2015-05-16;Střední;NEPRAVDA;;Normální;;3
Vezmi a čti Ž 72;18.05.2015;0:00:00;19.05.2015;0:00:00;NEPRAVDA;NEPRAVDA;18.05.2015;6:00:00;;;;;;;http://www.vezmiacti.cz/index.php?page=cetba-bible-2015-05-18;Střední;NEPRAVDA;;Normální;;3
Vezmi a čti Ž 73;19.05.2015;0:00:00;20.05.2015;0:00:00;NEPRAVDA;NEPRAVDA;19.05.2015;6:00:00;;;;;;;http://www.vezmiacti.cz/index.php?page=cetba-bible-2015-05-19;Střední;NEPRAVDA;;Normální;;3
Vezmi a čti Ž 74;20.05.2015;0:00:00;21.05.2015;0:00:00;NEPRAVDA;NEPRAVDA;20.05.2015;6:00:00;;;;;;;http://www.vezmiacti.cz/index.php?page=cetba-bible-2015-05-20;Střední;NEPRAVDA;;Normální;;3
Vezmi a čti Ž 75–76;21.05.2015;0:00:00;22.05.2015;0:00:00;NEPRAVDA;NEPRAVDA;21.05.2015;6:00:00;;;;;;;http://www.vezmiacti.cz/index.php?page=cetba-bible-2015-05-21;Střední;NEPRAVDA;;Normální;;3
Vezmi a čti Ž 77;22.05.2015;0:00:00;23.05.2015;0:00:00;NEPRAVDA;NEPRAVDA;22.05.2015;6:00:00;;;;;;;http://www.vezmiacti.cz/index.php?page=cetba-bible-2015-05-22;Střední;NEPRAVDA;;Normální;;3
Vezmi a čti Ž 78;23.05.2015;0:00:00;24.05.2015;0:00:00;NEPRAVDA;NEPRAVDA;23.05.2015;6:00:00;;;;;;;http://www.vezmiacti.cz/index.php?page=cetba-bible-2015-05-23;Střední;NEPRAVDA;;Normální;;3
Vezmi a čti Ž 79;25.05.2015;0:00:00;26.05.2015;0:00:00;NEPRAVDA;NEPRAVDA;25.05.2015;6:00:00;;;;;;;http://www.vezmiacti.cz/index.php?page=cetba-bible-2015-05-25;Střední;NEPRAVDA;;Normální;;3
Vezmi a čti Ž 80;26.05.2015;0:00:00;27.05.2015;0:00:00;NEPRAVDA;NEPRAVDA;26.05.2015;6:00:00;;;;;;;http://www.vezmiacti.cz/index.php?page=cetba-bible-2015-05-26;Střední;NEPRAVDA;;Normální;;3
Vezmi a čti Ž 81;27.05.2015;0:00:00;28.05.2015;0:00:00;NEPRAVDA;NEPRAVDA;27.05.2015;6:00:00;;;;;;;http://www.vezmiacti.cz/index.php?page=cetba-bible-2015-05-27;Střední;NEPRAVDA;;Normální;;3
Vezmi a čti Ž 82–83;28.05.2015;0:00:00;29.05.2015;0:00:00;NEPRAVDA;NEPRAVDA;28.05.2015;6:00:00;;;;;;;http://www.vezmiacti.cz/index.php?page=cetba-bible-2015-05-28;Střední;NEPRAVDA;;Normální;;3
Vezmi a čti Ž 84–85;01.06.2015;0:00:00;02.06.2015;0:00:00;NEPRAVDA;NEPRAVDA;01.06.2015;6:00:00;;;;;;;http://www.vezmiacti.cz/index.php?page=cetba-bible-2015-06-01;Střední;NEPRAVDA;;Normální;;3
Vezmi a čti Ž 86;02.06.2015;0:00:00;03.06.2015;0:00:00;NEPRAVDA;NEPRAVDA;02.06.2015;6:00:00;;;;;;;http://www.vezmiacti.cz/index.php?page=cetba-bible-2015-06-02;Střední;NEPRAVDA;;Normální;;3
Vezmi a čti Ž 87–88;03.06.2015;0:00:00;04.06.2015;0:00:00;NEPRAVDA;NEPRAVDA;03.06.2015;6:00:00;;;;;;;http://www.vezmiacti.cz/index.php?page=cetba-bible-2015-06-03;Střední;NEPRAVDA;;Normální;;3
Vezmi a čti Ž 89;04.06.2015;0:00:00;05.06.2015;0:00:00;NEPRAVDA;NEPRAVDA;04.06.2015;6:00:00;;;;;;;http://www.vezmiacti.cz/index.php?page=cetba-bible-2015-06-04;Střední;NEPRAVDA;;Normální;;3
Vezmi a čti Ž 90;05.06.2015;0:00:00;06.06.2015;0:00:00;NEPRAVDA;NEPRAVDA;05.06.2015;6:00:00;;;;;;;http://www.vezmiacti.cz/index.php?page=cetba-bible-2015-06-05;Střední;NEPRAVDA;;Normální;;3
Vezmi a čti Ž 91;06.06.2015;0:00:00;07.06.2015;0:00:00;NEPRAVDA;NEPRAVDA;06.06.2015;6:00:00;;;;;;;http://www.vezmiacti.cz/index.php?page=cetba-bible-2015-06-06;Střední;NEPRAVDA;;Normální;;3
Vezmi a čti Ž 92–93;08.06.2015;0:00:00;09.06.2015;0:00:00;NEPRAVDA;NEPRAVDA;08.06.2015;6:00:00;;;;;;;http://www.vezmiacti.cz/index.php?page=cetba-bible-2015-06-08;Střední;NEPRAVDA;;Normální;;3
Vezmi a čti Ž 94;09.06.2015;0:00:00;10.06.2015;0:00:00;NEPRAVDA;NEPRAVDA;09.06.2015;6:00:00;;;;;;;http://www.vezmiacti.cz/index.php?page=cetba-bible-2015-06-09;Střední;NEPRAVDA;;Normální;;3
Vezmi a čti Ž 95–96;10.06.2015;0:00:00;11.06.2015;0:00:00;NEPRAVDA;NEPRAVDA;10.06.2015;6:00:00;;;;;;;http://www.vezmiacti.cz/index.php?page=cetba-bible-2015-06-10;Střední;NEPRAVDA;;Normální;;3
Vezmi a čti Ž 97;11.06.2015;0:00:00;12.06.2015;0:00:00;NEPRAVDA;NEPRAVDA;11.06.2015;6:00:00;;;;;;;http://www.vezmiacti.cz/index.php?page=cetba-bible-2015-06-11;Střední;NEPRAVDA;;Normální;;3
Vezmi a čti Ž 98–99;12.06.2015;0:00:00;13.06.2015;0:00:00;NEPRAVDA;NEPRAVDA;12.06.2015;6:00:00;;;;;;;http://www.vezmiacti.cz/index.php?page=cetba-bible-2015-06-12;Střední;NEPRAVDA;;Normální;;3
Vezmi a čti Ž 100–101;13.06.2015;0:00:00;14.06.2015;0:00:00;NEPRAVDA;NEPRAVDA;13.06.2015;6:00:00;;;;;;;http://www.vezmiacti.cz/index.php?page=cetba-bible-2015-06-13;Střední;NEPRAVDA;;Normální;;3
Vezmi a čti Ž 102;15.06.2015;0:00:00;16.06.2015;0:00:00;NEPRAVDA;NEPRAVDA;15.06.2015;6:00:00;;;;;;;http://www.vezmiacti.cz/index.php?page=cetba-bible-2015-06-15;Střední;NEPRAVDA;;Normální;;3
Vezmi a čti Ž 103;16.06.2015;0:00:00;17.06.2015;0:00:00;NEPRAVDA;NEPRAVDA;16.06.2015;6:00:00;;;;;;;http://www.vezmiacti.cz/index.php?page=cetba-bible-2015-06-16;Střední;NEPRAVDA;;Normální;;3
Vezmi a čti Ž 104;17.06.2015;0:00:00;18.06.2015;0:00:00;NEPRAVDA;NEPRAVDA;17.06.2015;6:00:00;;;;;;;http://www.vezmiacti.cz/index.php?page=cetba-bible-2015-06-17;Střední;NEPRAVDA;;Normální;;3
Vezmi a čti Ž 105;18.06.2015;0:00:00;19.06.2015;0:00:00;NEPRAVDA;NEPRAVDA;18.06.2015;6:00:00;;;;;;;http://www.vezmiacti.cz/index.php?page=cetba-bible-2015-06-18;Střední;NEPRAVDA;;Normální;;3
Vezmi a čti Ž 106;19.06.2015;0:00:00;20.06.2015;0:00:00;NEPRAVDA;NEPRAVDA;19.06.2015;6:00:00;;;;;;;http://www.vezmiacti.cz/index.php?page=cetba-bible-2015-06-19;Střední;NEPRAVDA;;Normální;;3
Vezmi a čti Ž 107;20.06.2015;0:00:00;21.06.2015;0:00:00;NEPRAVDA;NEPRAVDA;20.06.2015;6:00:00;;;;;;;http://www.vezmiacti.cz/index.php?page=cetba-bible-2015-06-20;Střední;NEPRAVDA;;Normální;;3
Vezmi a čti Ž 108;22.06.2015;0:00:00;23.06.2015;0:00:00;NEPRAVDA;NEPRAVDA;22.06.2015;6:00:00;;;;;;;http://www.vezmiacti.cz/index.php?page=cetba-bible-2015-06-22;Střední;NEPRAVDA;;Normální;;3
Vezmi a čti Ž 109;23.06.2015;0:00:00;24.06.2015;0:00:00;NEPRAVDA;NEPRAVDA;23.06.2015;6:00:00;;;;;;;http://www.vezmiacti.cz/index.php?page=cetba-bible-2015-06-23;Střední;NEPRAVDA;;Normální;;3
Vezmi a čti Ž 110–111;24.06.2015;0:00:00;25.06.2015;0:00:00;NEPRAVDA;NEPRAVDA;24.06.2015;6:00:00;;;;;;;http://www.vezmiacti.cz/index.php?page=cetba-bible-2015-06-24;Střední;NEPRAVDA;;Normální;;3
Vezmi a čti Ž 112–113;25.06.2015;0:00:00;26.06.2015;0:00:00;NEPRAVDA;NEPRAVDA;25.06.2015;6:00:00;;;;;;;http://www.vezmiacti.cz/index.php?page=cetba-bible-2015-06-25;Střední;NEPRAVDA;;Normální;;3
Vezmi a čti Ž 114–115;26.06.2015;0:00:00;27.06.2015;0:00:00;NEPRAVDA;NEPRAVDA;26.06.2015;6:00:00;;;;;;;http://www.vezmiacti.cz/index.php?page=cetba-bible-2015-06-26;Střední;NEPRAVDA;;Normální;;3
Vezmi a čti Ž 116;27.06.2015;0:00:00;28.06.2015;0:00:00;NEPRAVDA;NEPRAVDA;27.06.2015;6:00:00;;;;;;;http://www.vezmiacti.cz/index.php?page=cetba-bible-2015-06-27;Střední;NEPRAVDA;;Normální;;3
Vezmi a čti Ž 117–118;01.07.2015;0:00:00;02.07.2015;0:00:00;NEPRAVDA;NEPRAVDA;01.07.2015;6:00:00;;;;;;;http://www.vezmiacti.cz/index.php?page=cetba-bible-2015-07-01;Střední;NEPRAVDA;;Normální;;3
Vezmi a čti Ž 119,1–24;02.07.2015;0:00:00;03.07.2015;0:00:00;NEPRAVDA;NEPRAVDA;02.07.2015;6:00:00;;;;;;;http://www.vezmiacti.cz/index.php?page=cetba-bible-2015-07-02;Střední;NEPRAVDA;;Normální;;3
Vezmi a čti Ž 119,25–48;03.07.2015;0:00:00;04.07.2015;0:00:00;NEPRAVDA;NEPRAVDA;03.07.2015;6:00:00;;;;;;;http://www.vezmiacti.cz/index.php?page=cetba-bible-2015-07-03;Střední;NEPRAVDA;;Normální;;3
Vezmi a čti Ž 119,49–72;04.07.2015;0:00:00;05.07.2015;0:00:00;NEPRAVDA;NEPRAVDA;04.07.2015;6:00:00;;;;;;;http://www.vezmiacti.cz/index.php?page=cetba-bible-2015-07-04;Střední;NEPRAVDA;;Normální;;3
Vezmi a čti Ž 119,73–96;06.07.2015;0:00:00;07.07.2015;0:00:00;NEPRAVDA;NEPRAVDA;06.07.2015;6:00:00;;;;;;;http://www.vezmiacti.cz/index.php?page=cetba-bible-2015-07-06;Střední;NEPRAVDA;;Normální;;3
Vezmi a čti Ž 119,97–120;07.07.2015;0:00:00;08.07.2015;0:00:00;NEPRAVDA;NEPRAVDA;07.07.2015;6:00:00;;;;;;;http://www.vezmiacti.cz/index.php?page=cetba-bible-2015-07-07;Střední;NEPRAVDA;;Normální;;3
Vezmi a čti Ž 119,121–144;08.07.2015;0:00:00;09.07.2015;0:00:00;NEPRAVDA;NEPRAVDA;08.07.2015;6:00:00;;;;;;;http://www.vezmiacti.cz/index.php?page=cetba-bible-2015-07-08;Střední;NEPRAVDA;;Normální;;3
Vezmi a čti Ž 119,145–176;09.07.2015;0:00:00;10.07.2015;0:00:00;NEPRAVDA;NEPRAVDA;09.07.2015;6:00:00;;;;;;;http://www.vezmiacti.cz/index.php?page=cetba-bible-2015-07-09;Střední;NEPRAVDA;;Normální;;3
