Předmět;Počátečnídatum;Začátek;Koncovédatum;Konec;Celodennízvlátníudálost;Připomenutízapnutočivypnuto;Počátečnídatum;Časpřipomenutí;Organizátorschůzek;Povinníúčastníci;Nepovinníúčastníci;Prostředkyproschůzku;Faktury;Kategorie;Popis;Priorita;Soukromé;Umístění;Utajení;Vzdálenost;Zobrazitčasjako
Vezmi a čti Jer 19–21;14.06.2014;0:00:00;15.06.2014;0:00:00;NEPRAVDA;NEPRAVDA;14.06.2014;6:00:00;;;;;;;http://www.vezmiacti.cz/index.php?page=cetba-bible-2014-06-14;Střední;NEPRAVDA;;Normální;;3
Vezmi a čti Jer 22–24;16.06.2014;0:00:00;17.06.2014;0:00:00;NEPRAVDA;NEPRAVDA;16.06.2014;6:00:00;;;;;;;http://www.vezmiacti.cz/index.php?page=cetba-bible-2014-06-16;Střední;NEPRAVDA;;Normální;;3
Vezmi a čti Jer 25–27;17.06.2014;0:00:00;18.06.2014;0:00:00;NEPRAVDA;NEPRAVDA;17.06.2014;6:00:00;;;;;;;http://www.vezmiacti.cz/index.php?page=cetba-bible-2014-06-17;Střední;NEPRAVDA;;Normální;;3
Vezmi a čti Jer 28–29;18.06.2014;0:00:00;19.06.2014;0:00:00;NEPRAVDA;NEPRAVDA;18.06.2014;6:00:00;;;;;;;http://www.vezmiacti.cz/index.php?page=cetba-bible-2014-06-18;Střední;NEPRAVDA;;Normální;;3
Vezmi a čti Jer 30–31;19.06.2014;0:00:00;20.06.2014;0:00:00;NEPRAVDA;NEPRAVDA;19.06.2014;6:00:00;;;;;;;http://www.vezmiacti.cz/index.php?page=cetba-bible-2014-06-19;Střední;NEPRAVDA;;Normální;;3
Vezmi a čti Jer 32–33;20.06.2014;0:00:00;21.06.2014;0:00:00;NEPRAVDA;NEPRAVDA;20.06.2014;6:00:00;;;;;;;http://www.vezmiacti.cz/index.php?page=cetba-bible-2014-06-20;Střední;NEPRAVDA;;Normální;;3
Vezmi a čti Jer 34–36;21.06.2014;0:00:00;22.06.2014;0:00:00;NEPRAVDA;NEPRAVDA;21.06.2014;6:00:00;;;;;;;http://www.vezmiacti.cz/index.php?page=cetba-bible-2014-06-21;Střední;NEPRAVDA;;Normální;;3
Vezmi a čti Jer 37–39;23.06.2014;0:00:00;24.06.2014;0:00:00;NEPRAVDA;NEPRAVDA;23.06.2014;6:00:00;;;;;;;http://www.vezmiacti.cz/index.php?page=cetba-bible-2014-06-23;Střední;NEPRAVDA;;Normální;;3
Vezmi a čti Jer 40–42;24.06.2014;0:00:00;25.06.2014;0:00:00;NEPRAVDA;NEPRAVDA;24.06.2014;6:00:00;;;;;;;http://www.vezmiacti.cz/index.php?page=cetba-bible-2014-06-24;Střední;NEPRAVDA;;Normální;;3
Vezmi a čti Jer 43–46;25.06.2014;0:00:00;26.06.2014;0:00:00;NEPRAVDA;NEPRAVDA;25.06.2014;6:00:00;;;;;;;http://www.vezmiacti.cz/index.php?page=cetba-bible-2014-06-25;Střední;NEPRAVDA;;Normální;;3
Vezmi a čti Jer 47–49;26.06.2014;0:00:00;27.06.2014;0:00:00;NEPRAVDA;NEPRAVDA;26.06.2014;6:00:00;;;;;;;http://www.vezmiacti.cz/index.php?page=cetba-bible-2014-06-26;Střední;NEPRAVDA;;Normální;;3
Vezmi a čti Jer 50–52;27.06.2014;0:00:00;28.06.2014;0:00:00;NEPRAVDA;NEPRAVDA;27.06.2014;6:00:00;;;;;;;http://www.vezmiacti.cz/index.php?page=cetba-bible-2014-06-27;Střední;NEPRAVDA;;Normální;;3
Vezmi a čti Pláč 1–3;28.06.2014;0:00:00;29.06.2014;0:00:00;NEPRAVDA;NEPRAVDA;28.06.2014;6:00:00;;;;;;;http://www.vezmiacti.cz/index.php?page=cetba-bible-2014-06-28;Střední;NEPRAVDA;;Normální;;3
Vezmi a čti Pláč 4–5;01.07.2014;0:00:00;02.07.2014;0:00:00;NEPRAVDA;NEPRAVDA;01.07.2014;6:00:00;;;;;;;http://www.vezmiacti.cz/index.php?page=cetba-bible-2014-07-01;Střední;NEPRAVDA;;Normální;;3
Vezmi a čti Bar 1–3,8;02.07.2014;0:00:00;03.07.2014;0:00:00;NEPRAVDA;NEPRAVDA;02.07.2014;6:00:00;;;;;;;http://www.vezmiacti.cz/index.php?page=cetba-bible-2014-07-02;Střední;NEPRAVDA;;Normální;;3
Vezmi a čti Bar 3,9–6;03.07.2014;0:00:00;04.07.2014;0:00:00;NEPRAVDA;NEPRAVDA;03.07.2014;6:00:00;;;;;;;http://www.vezmiacti.cz/index.php?page=cetba-bible-2014-07-03;Střední;NEPRAVDA;;Normální;;3
Vezmi a čti Ez 1–4;04.07.2014;0:00:00;05.07.2014;0:00:00;NEPRAVDA;NEPRAVDA;04.07.2014;6:00:00;;;;;;;http://www.vezmiacti.cz/index.php?page=cetba-bible-2014-07-04;Střední;NEPRAVDA;;Normální;;3
Vezmi a čti Ez 5–7;05.07.2014;0:00:00;06.07.2014;0:00:00;NEPRAVDA;NEPRAVDA;05.07.2014;6:00:00;;;;;;;http://www.vezmiacti.cz/index.php?page=cetba-bible-2014-07-05;Střední;NEPRAVDA;;Normální;;3
Vezmi a čti Ez 8–11;07.07.2014;0:00:00;08.07.2014;0:00:00;NEPRAVDA;NEPRAVDA;07.07.2014;6:00:00;;;;;;;http://www.vezmiacti.cz/index.php?page=cetba-bible-2014-07-07;Střední;NEPRAVDA;;Normální;;3
Vezmi a čti Ez 12–16;08.07.2014;0:00:00;09.07.2014;0:00:00;NEPRAVDA;NEPRAVDA;08.07.2014;6:00:00;;;;;;;http://www.vezmiacti.cz/index.php?page=cetba-bible-2014-07-08;Střední;NEPRAVDA;;Normální;;3
Vezmi a čti Ez 17–19;09.07.2014;0:00:00;10.07.2014;0:00:00;NEPRAVDA;NEPRAVDA;09.07.2014;6:00:00;;;;;;;http://www.vezmiacti.cz/index.php?page=cetba-bible-2014-07-09;Střední;NEPRAVDA;;Normální;;3
Vezmi a čti Ez 20–23;10.07.2014;0:00:00;11.07.2014;0:00:00;NEPRAVDA;NEPRAVDA;10.07.2014;6:00:00;;;;;;;http://www.vezmiacti.cz/index.php?page=cetba-bible-2014-07-10;Střední;NEPRAVDA;;Normální;;3
Vezmi a čti Ez 24–26;11.07.2014;0:00:00;12.07.2014;0:00:00;NEPRAVDA;NEPRAVDA;11.07.2014;6:00:00;;;;;;;http://www.vezmiacti.cz/index.php?page=cetba-bible-2014-07-11;Střední;NEPRAVDA;;Normální;;3
Vezmi a čti Ez 27–30;12.07.2014;0:00:00;13.07.2014;0:00:00;NEPRAVDA;NEPRAVDA;12.07.2014;6:00:00;;;;;;;http://www.vezmiacti.cz/index.php?page=cetba-bible-2014-07-12;Střední;NEPRAVDA;;Normální;;3
Vezmi a čti Ez 31–34;14.07.2014;0:00:00;15.07.2014;0:00:00;NEPRAVDA;NEPRAVDA;14.07.2014;6:00:00;;;;;;;http://www.vezmiacti.cz/index.php?page=cetba-bible-2014-07-14;Střední;NEPRAVDA;;Normální;;3
Vezmi a čti Ez 35–39;15.07.2014;0:00:00;16.07.2014;0:00:00;NEPRAVDA;NEPRAVDA;15.07.2014;6:00:00;;;;;;;http://www.vezmiacti.cz/index.php?page=cetba-bible-2014-07-15;Střední;NEPRAVDA;;Normální;;3
Vezmi a čti Ez 40–42;16.07.2014;0:00:00;17.07.2014;0:00:00;NEPRAVDA;NEPRAVDA;16.07.2014;6:00:00;;;;;;;http://www.vezmiacti.cz/index.php?page=cetba-bible-2014-07-16;Střední;NEPRAVDA;;Normální;;3
Vezmi a čti Ez 43–45;17.07.2014;0:00:00;18.07.2014;0:00:00;NEPRAVDA;NEPRAVDA;17.07.2014;6:00:00;;;;;;;http://www.vezmiacti.cz/index.php?page=cetba-bible-2014-07-17;Střední;NEPRAVDA;;Normální;;3
Vezmi a čti Ez 46–48;18.07.2014;0:00:00;19.07.2014;0:00:00;NEPRAVDA;NEPRAVDA;18.07.2014;6:00:00;;;;;;;http://www.vezmiacti.cz/index.php?page=cetba-bible-2014-07-18;Střední;NEPRAVDA;;Normální;;3
Vezmi a čti Dan 1–2;19.07.2014;0:00:00;20.07.2014;0:00:00;NEPRAVDA;NEPRAVDA;19.07.2014;6:00:00;;;;;;;http://www.vezmiacti.cz/index.php?page=cetba-bible-2014-07-19;Střední;NEPRAVDA;;Normální;;3
Vezmi a čti Dan 3+přídav.;21.07.2014;0:00:00;22.07.2014;0:00:00;NEPRAVDA;NEPRAVDA;21.07.2014;6:00:00;;;;;;;http://www.vezmiacti.cz/index.php?page=cetba-bible-2014-07-21;Střední;NEPRAVDA;;Normální;;3
Vezmi a čti Dan 4–6;22.07.2014;0:00:00;23.07.2014;0:00:00;NEPRAVDA;NEPRAVDA;22.07.2014;6:00:00;;;;;;;http://www.vezmiacti.cz/index.php?page=cetba-bible-2014-07-22;Střední;NEPRAVDA;;Normální;;3
Vezmi a čti Dan 7–8;23.07.2014;0:00:00;24.07.2014;0:00:00;NEPRAVDA;NEPRAVDA;23.07.2014;6:00:00;;;;;;;http://www.vezmiacti.cz/index.php?page=cetba-bible-2014-07-23;Střední;NEPRAVDA;;Normální;;3
Vezmi a čti Dan 9–10;24.07.2014;0:00:00;25.07.2014;0:00:00;NEPRAVDA;NEPRAVDA;24.07.2014;6:00:00;;;;;;;http://www.vezmiacti.cz/index.php?page=cetba-bible-2014-07-24;Střední;NEPRAVDA;;Normální;;3
Vezmi a čti Dan 11–12;25.07.2014;0:00:00;26.07.2014;0:00:00;NEPRAVDA;NEPRAVDA;25.07.2014;6:00:00;;;;;;;http://www.vezmiacti.cz/index.php?page=cetba-bible-2014-07-25;Střední;NEPRAVDA;;Normální;;3
Vezmi a čti 13–14+př.;26.07.2014;0:00:00;27.07.2014;0:00:00;NEPRAVDA;NEPRAVDA;26.07.2014;6:00:00;;;;;;;http://www.vezmiacti.cz/index.php?page=cetba-bible-2014-07-26;Střední;NEPRAVDA;;Normální;;3
Vezmi a čti Ageus;28.07.2014;0:00:00;29.07.2014;0:00:00;NEPRAVDA;NEPRAVDA;28.07.2014;6:00:00;;;;;;;http://www.vezmiacti.cz/index.php?page=cetba-bible-2014-07-28;Střední;NEPRAVDA;;Normální;;3
Vezmi a čti Mt 17–19 ;01.08.2014;0:00:00;02.08.2014;0:00:00;NEPRAVDA;NEPRAVDA;01.08.2014;6:00:00;;;;;;;http://www.vezmiacti.cz/index.php?page=cetba-bible-2014-08-01;Střední;NEPRAVDA;;Normální;;3
Vezmi a čti Mt 20–22 ;03.08.2014;0:00:00;04.08.2014;0:00:00;NEPRAVDA;NEPRAVDA;03.08.2014;6:00:00;;;;;;;http://www.vezmiacti.cz/index.php?page=cetba-bible-2014-08-03;Střední;NEPRAVDA;;Normální;;3
Vezmi a čti Mt 23–25 ;04.08.2014;0:00:00;05.08.2014;0:00:00;NEPRAVDA;NEPRAVDA;04.08.2014;6:00:00;;;;;;;http://www.vezmiacti.cz/index.php?page=cetba-bible-2014-08-04;Střední;NEPRAVDA;;Normální;;3
Vezmi a čti Mt 26–28 ;05.08.2014;0:00:00;06.08.2014;0:00:00;NEPRAVDA;NEPRAVDA;05.08.2014;6:00:00;;;;;;;http://www.vezmiacti.cz/index.php?page=cetba-bible-2014-08-05;Střední;NEPRAVDA;;Normální;;3
Vezmi a čti Sd 1–3;06.08.2014;0:00:00;07.08.2014;0:00:00;NEPRAVDA;NEPRAVDA;06.08.2014;6:00:00;;;;;;;http://www.vezmiacti.cz/index.php?page=cetba-bible-2014-08-06;Střední;NEPRAVDA;;Normální;;3
Vezmi a čti Sd 4–6 ;07.08.2014;0:00:00;08.08.2014;0:00:00;NEPRAVDA;NEPRAVDA;07.08.2014;6:00:00;;;;;;;http://www.vezmiacti.cz/index.php?page=cetba-bible-2014-08-07;Střední;NEPRAVDA;;Normální;;3
Vezmi a čti Sd 7–9 ;08.08.2014;0:00:00;09.08.2014;0:00:00;NEPRAVDA;NEPRAVDA;08.08.2014;6:00:00;;;;;;;http://www.vezmiacti.cz/index.php?page=cetba-bible-2014-08-08;Střední;NEPRAVDA;;Normální;;3
Vezmi a čti Sd 10–12 ;10.08.2014;0:00:00;11.08.2014;0:00:00;NEPRAVDA;NEPRAVDA;10.08.2014;6:00:00;;;;;;;http://www.vezmiacti.cz/index.php?page=cetba-bible-2014-08-10;Střední;NEPRAVDA;;Normální;;3
Vezmi a čti Sd 13–15;11.08.2014;0:00:00;12.08.2014;0:00:00;NEPRAVDA;NEPRAVDA;11.08.2014;6:00:00;;;;;;;http://www.vezmiacti.cz/index.php?page=cetba-bible-2014-08-11;Střední;NEPRAVDA;;Normální;;3
Vezmi a čti Sd 16–18 ;12.08.2014;0:00:00;13.08.2014;0:00:00;NEPRAVDA;NEPRAVDA;12.08.2014;6:00:00;;;;;;;http://www.vezmiacti.cz/index.php?page=cetba-bible-2014-08-12;Střední;NEPRAVDA;;Normální;;3
Vezmi a čti Sd 19–21;13.08.2014;0:00:00;14.08.2014;0:00:00;NEPRAVDA;NEPRAVDA;13.08.2014;6:00:00;;;;;;;http://www.vezmiacti.cz/index.php?page=cetba-bible-2014-08-13;Střední;NEPRAVDA;;Normální;;3
Vezmi a čti Řím 1–3 ;14.08.2014;0:00:00;15.08.2014;0:00:00;NEPRAVDA;NEPRAVDA;14.08.2014;6:00:00;;;;;;;http://www.vezmiacti.cz/index.php?page=cetba-bible-2014-08-14;Střední;NEPRAVDA;;Normální;;3
Vezmi a čti Řím 4–5;15.08.2014;0:00:00;16.08.2014;0:00:00;NEPRAVDA;NEPRAVDA;15.08.2014;6:00:00;;;;;;;http://www.vezmiacti.cz/index.php?page=cetba-bible-2014-08-15;Střední;NEPRAVDA;;Normální;;3
Vezmi a čti Řím 6–8 ;17.08.2014;0:00:00;18.08.2014;0:00:00;NEPRAVDA;NEPRAVDA;17.08.2014;6:00:00;;;;;;;http://www.vezmiacti.cz/index.php?page=cetba-bible-2014-08-17;Střední;NEPRAVDA;;Normální;;3
Vezmi a čti Řím 9–11 ;18.08.2014;0:00:00;19.08.2014;0:00:00;NEPRAVDA;NEPRAVDA;18.08.2014;6:00:00;;;;;;;http://www.vezmiacti.cz/index.php?page=cetba-bible-2014-08-18;Střední;NEPRAVDA;;Normální;;3
Vezmi a čti Řím 12–13 ;19.08.2014;0:00:00;20.08.2014;0:00:00;NEPRAVDA;NEPRAVDA;19.08.2014;6:00:00;;;;;;;http://www.vezmiacti.cz/index.php?page=cetba-bible-2014-08-19;Střední;NEPRAVDA;;Normální;;3
Vezmi a čti Řím 14–16;20.08.2014;0:00:00;21.08.2014;0:00:00;NEPRAVDA;NEPRAVDA;20.08.2014;6:00:00;;;;;;;http://www.vezmiacti.cz/index.php?page=cetba-bible-2014-08-20;Střední;NEPRAVDA;;Normální;;3
Vezmi a čti Rút 1–4 ;21.08.2014;0:00:00;22.08.2014;0:00:00;NEPRAVDA;NEPRAVDA;21.08.2014;6:00:00;;;;;;;http://www.vezmiacti.cz/index.php?page=cetba-bible-2014-08-21;Střední;NEPRAVDA;;Normální;;3
Vezmi a čti Ef 1–3 ;22.08.2014;0:00:00;23.08.2014;0:00:00;NEPRAVDA;NEPRAVDA;22.08.2014;6:00:00;;;;;;;http://www.vezmiacti.cz/index.php?page=cetba-bible-2014-08-22;Střední;NEPRAVDA;;Normální;;3
Vezmi a čti Ef 4–6;24.08.2014;0:00:00;25.08.2014;0:00:00;NEPRAVDA;NEPRAVDA;24.08.2014;6:00:00;;;;;;;http://www.vezmiacti.cz/index.php?page=cetba-bible-2014-08-24;Střední;NEPRAVDA;;Normální;;3
Vezmi a čti 1S 1–3;25.08.2014;0:00:00;26.08.2014;0:00:00;NEPRAVDA;NEPRAVDA;25.08.2014;6:00:00;;;;;;;http://www.vezmiacti.cz/index.php?page=cetba-bible-2014-08-25;Střední;NEPRAVDA;;Normální;;3
Vezmi a čti 1S 4–6 ;26.08.2014;0:00:00;27.08.2014;0:00:00;NEPRAVDA;NEPRAVDA;26.08.2014;6:00:00;;;;;;;http://www.vezmiacti.cz/index.php?page=cetba-bible-2014-08-26;Střední;NEPRAVDA;;Normální;;3
Vezmi a čti 1S 7–9 ;27.08.2014;0:00:00;28.08.2014;0:00:00;NEPRAVDA;NEPRAVDA;27.08.2014;6:00:00;;;;;;;http://www.vezmiacti.cz/index.php?page=cetba-bible-2014-08-27;Střední;NEPRAVDA;;Normální;;3
Vezmi a čti 1S 10–12 ;28.08.2014;0:00:00;29.08.2014;0:00:00;NEPRAVDA;NEPRAVDA;28.08.2014;6:00:00;;;;;;;http://www.vezmiacti.cz/index.php?page=cetba-bible-2014-08-28;Střední;NEPRAVDA;;Normální;;3
Vezmi a čti 1Mak 5–6;01.09.2014;0:00:00;02.09.2014;0:00:00;NEPRAVDA;NEPRAVDA;01.09.2014;6:00:00;;;;;;;http://www.vezmiacti.cz/index.php?page=cetba-bible-2014-09-01;Střední;NEPRAVDA;;Normální;;3
Vezmi a čti 1Mak 7–8;02.09.2014;0:00:00;03.09.2014;0:00:00;NEPRAVDA;NEPRAVDA;02.09.2014;6:00:00;;;;;;;http://www.vezmiacti.cz/index.php?page=cetba-bible-2014-09-02;Střední;NEPRAVDA;;Normální;;3
Vezmi a čti 1Mak 9–10;03.09.2014;0:00:00;04.09.2014;0:00:00;NEPRAVDA;NEPRAVDA;03.09.2014;6:00:00;;;;;;;http://www.vezmiacti.cz/index.php?page=cetba-bible-2014-09-03;Střední;NEPRAVDA;;Normální;;3
Vezmi a čti 1Mak 11–12;04.09.2014;0:00:00;05.09.2014;0:00:00;NEPRAVDA;NEPRAVDA;04.09.2014;6:00:00;;;;;;;http://www.vezmiacti.cz/index.php?page=cetba-bible-2014-09-04;Střední;NEPRAVDA;;Normální;;3
Vezmi a čti 1Mak 13–14;05.09.2014;0:00:00;06.09.2014;0:00:00;NEPRAVDA;NEPRAVDA;05.09.2014;6:00:00;;;;;;;http://www.vezmiacti.cz/index.php?page=cetba-bible-2014-09-05;Střední;NEPRAVDA;;Normální;;3
Vezmi a čti 1Mak 15–16;06.09.2014;0:00:00;07.09.2014;0:00:00;NEPRAVDA;NEPRAVDA;06.09.2014;6:00:00;;;;;;;http://www.vezmiacti.cz/index.php?page=cetba-bible-2014-09-06;Střední;NEPRAVDA;;Normální;;3
Vezmi a čti 2Mak 1–3;08.09.2014;0:00:00;09.09.2014;0:00:00;NEPRAVDA;NEPRAVDA;08.09.2014;6:00:00;;;;;;;http://www.vezmiacti.cz/index.php?page=cetba-bible-2014-09-08;Střední;NEPRAVDA;;Normální;;3
Vezmi a čti 2Mak 4–5;09.09.2014;0:00:00;10.09.2014;0:00:00;NEPRAVDA;NEPRAVDA;09.09.2014;6:00:00;;;;;;;http://www.vezmiacti.cz/index.php?page=cetba-bible-2014-09-09;Střední;NEPRAVDA;;Normální;;3
Vezmi a čti 2Mak 6–8;10.09.2014;0:00:00;11.09.2014;0:00:00;NEPRAVDA;NEPRAVDA;10.09.2014;6:00:00;;;;;;;http://www.vezmiacti.cz/index.php?page=cetba-bible-2014-09-10;Střední;NEPRAVDA;;Normální;;3
Vezmi a čti 2Mak 9–10;11.09.2014;0:00:00;12.09.2014;0:00:00;NEPRAVDA;NEPRAVDA;11.09.2014;6:00:00;;;;;;;http://www.vezmiacti.cz/index.php?page=cetba-bible-2014-09-11;Střední;NEPRAVDA;;Normální;;3
Vezmi a čti 2Mak 11–13;12.09.2014;0:00:00;13.09.2014;0:00:00;NEPRAVDA;NEPRAVDA;12.09.2014;6:00:00;;;;;;;http://www.vezmiacti.cz/index.php?page=cetba-bible-2014-09-12;Střední;NEPRAVDA;;Normální;;3
Vezmi a čti 2Mak 14–16;13.09.2014;0:00:00;14.09.2014;0:00:00;NEPRAVDA;NEPRAVDA;13.09.2014;6:00:00;;;;;;;http://www.vezmiacti.cz/index.php?page=cetba-bible-2014-09-13;Střední;NEPRAVDA;;Normální;;3
Vezmi a čti 1J 1–2,27;15.09.2014;0:00:00;16.09.2014;0:00:00;NEPRAVDA;NEPRAVDA;15.09.2014;6:00:00;;;;;;;http://www.vezmiacti.cz/index.php?page=cetba-bible-2014-09-15;Střední;NEPRAVDA;;Normální;;3
Vezmi a čti 1J 2,28–3;16.09.2014;0:00:00;17.09.2014;0:00:00;NEPRAVDA;NEPRAVDA;16.09.2014;6:00:00;;;;;;;http://www.vezmiacti.cz/index.php?page=cetba-bible-2014-09-16;Střední;NEPRAVDA;;Normální;;3
Vezmi a čti 1J 4–5;17.09.2014;0:00:00;18.09.2014;0:00:00;NEPRAVDA;NEPRAVDA;17.09.2014;6:00:00;;;;;;;http://www.vezmiacti.cz/index.php?page=cetba-bible-2014-09-17;Střední;NEPRAVDA;;Normální;;3
Vezmi a čti 2 J, 3 J;18.09.2014;0:00:00;19.09.2014;0:00:00;NEPRAVDA;NEPRAVDA;18.09.2014;6:00:00;;;;;;;http://www.vezmiacti.cz/index.php?page=cetba-bible-2014-09-18;Střední;NEPRAVDA;;Normální;;3
Vezmi a čti 2Petr 1–3;19.09.2014;0:00:00;20.09.2014;0:00:00;NEPRAVDA;NEPRAVDA;19.09.2014;6:00:00;;;;;;;http://www.vezmiacti.cz/index.php?page=cetba-bible-2014-09-19;Střední;NEPRAVDA;;Normální;;3
Vezmi a čti Zj 1;20.09.2014;0:00:00;21.09.2014;0:00:00;NEPRAVDA;NEPRAVDA;20.09.2014;6:00:00;;;;;;;http://www.vezmiacti.cz/index.php?page=cetba-bible-2014-09-20;Střední;NEPRAVDA;;Normální;;3
Vezmi a čti Zj 2–3;22.09.2014;0:00:00;23.09.2014;0:00:00;NEPRAVDA;NEPRAVDA;22.09.2014;6:00:00;;;;;;;http://www.vezmiacti.cz/index.php?page=cetba-bible-2014-09-22;Střední;NEPRAVDA;;Normální;;3
Vezmi a čti Zj 4–5;23.09.2014;0:00:00;24.09.2014;0:00:00;NEPRAVDA;NEPRAVDA;23.09.2014;6:00:00;;;;;;;http://www.vezmiacti.cz/index.php?page=cetba-bible-2014-09-23;Střední;NEPRAVDA;;Normální;;3
Vezmi a čti Zj 6–7;24.09.2014;0:00:00;25.09.2014;0:00:00;NEPRAVDA;NEPRAVDA;24.09.2014;6:00:00;;;;;;;http://www.vezmiacti.cz/index.php?page=cetba-bible-2014-09-24;Střední;NEPRAVDA;;Normální;;3
Vezmi a čti Zj 8–9;25.09.2014;0:00:00;26.09.2014;0:00:00;NEPRAVDA;NEPRAVDA;25.09.2014;6:00:00;;;;;;;http://www.vezmiacti.cz/index.php?page=cetba-bible-2014-09-25;Střední;NEPRAVDA;;Normální;;3
Vezmi a čti Zj 10–11;26.09.2014;0:00:00;27.09.2014;0:00:00;NEPRAVDA;NEPRAVDA;26.09.2014;6:00:00;;;;;;;http://www.vezmiacti.cz/index.php?page=cetba-bible-2014-09-26;Střední;NEPRAVDA;;Normální;;3
Vezmi a čti Zj 12;27.09.2014;0:00:00;28.09.2014;0:00:00;NEPRAVDA;NEPRAVDA;27.09.2014;6:00:00;;;;;;;http://www.vezmiacti.cz/index.php?page=cetba-bible-2014-09-27;Střední;NEPRAVDA;;Normální;;3
Vezmi a čti Zj 13–14;01.10.2014;0:00:00;02.10.2014;0:00:00;NEPRAVDA;NEPRAVDA;01.10.2014;6:00:00;;;;;;;http://www.vezmiacti.cz/index.php?page=cetba-bible-2014-10-01;Střední;NEPRAVDA;;Normální;;3
Vezmi a čti Zj 15–16;02.10.2014;0:00:00;03.10.2014;0:00:00;NEPRAVDA;NEPRAVDA;02.10.2014;6:00:00;;;;;;;http://www.vezmiacti.cz/index.php?page=cetba-bible-2014-10-02;Střední;NEPRAVDA;;Normální;;3
Vezmi a čti Zj 17–18;03.10.2014;0:00:00;04.10.2014;0:00:00;NEPRAVDA;NEPRAVDA;03.10.2014;6:00:00;;;;;;;http://www.vezmiacti.cz/index.php?page=cetba-bible-2014-10-03;Střední;NEPRAVDA;;Normální;;3
Vezmi a čti Zj 19–20;04.10.2014;0:00:00;05.10.2014;0:00:00;NEPRAVDA;NEPRAVDA;04.10.2014;6:00:00;;;;;;;http://www.vezmiacti.cz/index.php?page=cetba-bible-2014-10-04;Střední;NEPRAVDA;;Normální;;3
Vezmi a čti Zj 21–22;06.10.2014;0:00:00;07.10.2014;0:00:00;NEPRAVDA;NEPRAVDA;06.10.2014;6:00:00;;;;;;;http://www.vezmiacti.cz/index.php?page=cetba-bible-2014-10-06;Střední;NEPRAVDA;;Normální;;3
Vezmi a čti Ž 1–2;07.10.2014;0:00:00;08.10.2014;0:00:00;NEPRAVDA;NEPRAVDA;07.10.2014;6:00:00;;;;;;;http://www.vezmiacti.cz/index.php?page=cetba-bible-2014-10-07;Střední;NEPRAVDA;;Normální;;3
Vezmi a čti Ž 3–4;08.10.2014;0:00:00;09.10.2014;0:00:00;NEPRAVDA;NEPRAVDA;08.10.2014;6:00:00;;;;;;;http://www.vezmiacti.cz/index.php?page=cetba-bible-2014-10-08;Střední;NEPRAVDA;;Normální;;3
Vezmi a čti Ž 5;09.10.2014;0:00:00;10.10.2014;0:00:00;NEPRAVDA;NEPRAVDA;09.10.2014;6:00:00;;;;;;;http://www.vezmiacti.cz/index.php?page=cetba-bible-2014-10-09;Střední;NEPRAVDA;;Normální;;3
Vezmi a čti Ž 6;10.10.2014;0:00:00;11.10.2014;0:00:00;NEPRAVDA;NEPRAVDA;10.10.2014;6:00:00;;;;;;;http://www.vezmiacti.cz/index.php?page=cetba-bible-2014-10-10;Střední;NEPRAVDA;;Normální;;3
Vezmi a čti Ž 7;11.10.2014;0:00:00;12.10.2014;0:00:00;NEPRAVDA;NEPRAVDA;11.10.2014;6:00:00;;;;;;;http://www.vezmiacti.cz/index.php?page=cetba-bible-2014-10-11;Střední;NEPRAVDA;;Normální;;3
Vezmi a čti Ž 8;13.10.2014;0:00:00;14.10.2014;0:00:00;NEPRAVDA;NEPRAVDA;13.10.2014;6:00:00;;;;;;;http://www.vezmiacti.cz/index.php?page=cetba-bible-2014-10-13;Střední;NEPRAVDA;;Normální;;3
Vezmi a čti Ž 9;14.10.2014;0:00:00;15.10.2014;0:00:00;NEPRAVDA;NEPRAVDA;14.10.2014;6:00:00;;;;;;;http://www.vezmiacti.cz/index.php?page=cetba-bible-2014-10-14;Střední;NEPRAVDA;;Normální;;3
Vezmi a čti Ž 10;15.10.2014;0:00:00;16.10.2014;0:00:00;NEPRAVDA;NEPRAVDA;15.10.2014;6:00:00;;;;;;;http://www.vezmiacti.cz/index.php?page=cetba-bible-2014-10-15;Střední;NEPRAVDA;;Normální;;3
Vezmi a čti Ž 11–12;16.10.2014;0:00:00;17.10.2014;0:00:00;NEPRAVDA;NEPRAVDA;16.10.2014;6:00:00;;;;;;;http://www.vezmiacti.cz/index.php?page=cetba-bible-2014-10-16;Střední;NEPRAVDA;;Normální;;3
Vezmi a čti Ž 13–14;17.10.2014;0:00:00;18.10.2014;0:00:00;NEPRAVDA;NEPRAVDA;17.10.2014;6:00:00;;;;;;;http://www.vezmiacti.cz/index.php?page=cetba-bible-2014-10-17;Střední;NEPRAVDA;;Normální;;3
Vezmi a čti Ž 15–16;18.10.2014;0:00:00;19.10.2014;0:00:00;NEPRAVDA;NEPRAVDA;18.10.2014;6:00:00;;;;;;;http://www.vezmiacti.cz/index.php?page=cetba-bible-2014-10-18;Střední;NEPRAVDA;;Normální;;3
Vezmi a čti Ž 17;20.10.2014;0:00:00;21.10.2014;0:00:00;NEPRAVDA;NEPRAVDA;20.10.2014;6:00:00;;;;;;;http://www.vezmiacti.cz/index.php?page=cetba-bible-2014-10-20;Střední;NEPRAVDA;;Normální;;3
